This file was created by CMPT_IND_RETS using the 202212 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Cnsmr,Manuf,HiTec,Hlth ,Other
196505,  -1.90,  -0.22,   1.77,  -1.24,  -1.68
196506,  -6.21,  -4.45,  -4.84,  -5.31,  -7.00
196507,   1.21,   1.78,   1.28,   3.95,   3.41
196508,   3.25,   2.38,   3.27,   6.29,   5.09
196509,   3.31,   3.47,   2.93,   2.24,   1.79
196510,   3.94,   2.92,   1.08,   3.23,   4.25
196511,  -1.44,   0.70,  -1.03,   3.80,   3.90
196512,   1.27,   1.62,  -1.19,   3.83,   3.49
196601,  -0.16,   1.20,  -0.02,   2.74,   5.26
196602,  -1.27,  -2.19,   2.71,  -1.55,   2.11
196603,  -2.73,  -1.63,  -2.86,  -1.60,  -2.84
196604,   0.83,   2.62,   4.54,  -0.02,   3.05
196605,  -6.05,  -4.59,  -4.60,  -5.25,  -7.88
196606,  -2.07,  -1.49,   0.16,   0.99,   0.74
196607,  -1.95,  -0.76,  -1.48,  -1.72,  -2.06
196608,  -7.14,  -7.55,  -5.33,  -8.07, -11.79
196609,  -1.39,   0.07,  -1.27,  -1.13,  -1.85
196610,   1.34,   5.75,   4.57,   4.87,   3.12
196611,  -0.75,   0.73,   4.00,   6.89,   7.95
196612,  -2.03,   0.91,   1.61,  -0.17,   2.12
196701,  11.19,   7.24,   8.32,   6.41,  11.97
196702,   0.90,   0.27,   4.30,   1.42,  -0.25
196703,   3.91,   4.36,   4.30,   7.83,   4.17
196704,   8.40,   2.81,   4.34,   4.46,   2.23
196705,  -5.21,  -3.43,  -4.97,  -5.29,  -1.90
196706,   2.40,   1.54,   4.79,   5.38,   3.74
196707,   8.08,   5.10,  -0.45,   3.79,   7.89
196708,  -0.14,  -0.74,  -1.11,   0.66,  -0.32
196709,   3.78,   2.87,   5.59,   2.89,   1.32
196710,  -2.94,  -3.66,   1.74,  -5.01,  -5.25
196711,   0.08,   1.11,   0.92,   1.33,  -0.41
196712,   2.20,   4.27,   1.48,   1.62,   5.50
196801,  -2.19,  -3.72,  -4.80,  -6.57,  -1.85
196802,  -2.07,  -3.30,  -3.76,  -4.24,  -3.56
196803,   1.15,  -0.02,   2.19,   0.10,  -0.08
196804,  11.78,   7.78,   8.72,  11.90,  12.14
196805,   2.35,   2.16,   2.27,   3.34,   6.27
196806,  -0.18,   1.74,   0.01,   2.25,   2.99
196807,  -3.78,  -0.65,  -3.81,  -4.10,  -2.77
196808,   2.00,   2.01,   0.78,   0.68,   2.83
196809,   6.47,   3.54,   2.95,   0.85,   9.20
196810,   2.41,   1.38,  -2.19,  -0.05,   1.08
196811,   2.63,   6.20,   7.44,   8.10,   7.60
196812,  -3.22,  -3.05,  -5.82,  -1.03,  -3.77
196901,  -1.43,  -0.19,  -2.62,  -0.23,   0.90
196902,  -4.65,  -5.31,  -3.49,  -5.14,  -8.40
196903,   3.61,   3.34,   3.32,   3.34,   0.74
196904,   1.85,   0.78,   5.25,   4.98,   1.79
196905,   0.54,   0.72,  -0.71,   1.66,  -1.12
196906,  -6.28,  -7.73,  -1.54,  -5.03, -10.70
196907,  -7.41,  -6.37,  -5.10,  -2.73,  -9.12
196908,   5.10,   4.00,   5.14,   9.20,   9.02
196909,  -0.27,  -4.78,  -1.21,   2.17,  -0.74
196910,   6.17,   4.63,   5.04,   8.97,   7.96
196911,  -3.69,  -4.03,  -0.83,   0.34,  -5.55
196912,  -2.84,  -1.74,  -2.31,   4.30,  -3.76
197001,  -6.23,  -7.94,  -6.99,  -7.11,  -8.82
197002,   5.27,   5.77,   4.62,   5.57,   9.48
197003,   1.02,   0.24,  -0.91,  -5.10,  -1.91
197004,  -9.94,  -8.86, -12.38, -10.12, -13.71
197005,  -7.57,  -4.46,  -7.41,  -7.74,  -8.31
197006,  -3.12,  -4.13, -10.51,  -0.48,  -6.84
197007,   9.05,   7.94,   5.42,   2.14,   8.05
197008,   5.13,   5.20,   5.79,   1.80,   5.02
197009,   5.18,   2.96,   5.88,   8.01,   7.62
197010,  -1.06,  -0.90,  -3.61,   0.31,  -5.88
197011,   6.15,   5.16,   4.81,   2.97,   3.76
197012,   6.43,   6.06,   5.31,   5.34,   8.38
197101,   5.44,   3.68,   7.03,   4.92,   7.78
197102,   3.18,   1.59,  -0.27,   1.31,   2.24
197103,   4.81,   3.38,   5.46,   3.68,   5.95
197104,   5.33,   2.96,   1.84,   4.23,   4.34
197105,  -3.16,  -3.22,  -5.81,  -2.13,  -4.53
197106,  -0.12,   1.20,  -1.08,   2.05,  -1.33
197107,  -3.69,  -3.61,  -6.94,  -2.17,  -3.87
197108,   6.69,   2.61,   3.62,   3.15,   6.99
197109,   0.20,  -0.90,  -0.95,   0.66,  -0.41
197110,  -4.32,  -4.25,  -3.50,  -2.47,  -4.21
197111,   0.02,  -0.74,   1.31,   0.69,  -0.28
197112,   8.87,   9.27,  10.02,   7.79,   8.20
197201,   2.18,   1.74,   5.93,   2.63,   3.34
197202,   3.51,   3.08,   1.36,   7.12,   2.25
197203,   2.14,  -0.17,   0.65,   0.46,   2.29
197204,   0.23,   0.54,   0.20,   1.10,   1.79
197205,   0.20,   2.05,   2.97,   3.71,  -0.64
197206,  -2.68,  -1.81,  -2.58,   2.54,  -4.52
197207,  -2.02,  -0.01,   0.89,   3.10,  -2.97
197208,   1.10,   5.50,   3.54,   1.05,   3.54
197209,  -1.37,  -0.73,   0.45,  -0.43,  -1.75
197210,  -0.54,   2.54,  -1.61,   1.50,   1.13
197211,   7.02,   5.10,   3.97,  -0.53,   5.11
197212,   1.32,   0.56,   1.80,   3.73,  -0.77
197301,  -5.20,  -1.27,   0.61,  -1.18,  -7.49
197302,  -5.63,  -3.81,  -3.53,  -0.71,  -6.08
197303,  -3.13,   0.47,  -0.68,   0.78,  -0.29
197304,  -6.60,  -2.83,  -4.30,  -5.48,  -7.81
197305,  -2.91,  -1.63,  -2.02,   1.07,  -5.03
197306,  -3.90,  -0.08,  -0.15,   0.02,  -0.30
197307,   8.55,   3.37,   3.12,   6.87,   9.61
197308,  -3.78,  -2.23,  -3.76,  -6.91,  -2.27
197309,   6.92,   6.39,   0.67,   0.79,   7.23
197310,  -3.45,   1.28,   0.54,   1.83,  -1.09
197311, -16.39, -11.42,  -8.27,  -7.77, -13.47
197312,  -1.88,   3.93,  -1.34,  -4.48,   2.49
197401,   4.95,  -1.69,   1.52,  -2.52,   1.09
197402,  -0.04,  -0.43,   1.31,  -1.23,   1.01
197403,  -1.66,  -1.99,  -3.41,   1.21,  -3.61
197404,  -3.25,  -4.83,  -4.25,  -1.48,  -6.39
197405,  -0.48,  -4.34,  -3.28,  -0.12,  -8.41
197406,  -1.96,  -1.12,  -1.76,  -1.62,  -5.50
197407, -11.55,  -4.21,  -8.14, -14.06,  -6.64
197408, -10.08,  -9.45,  -3.08,  -8.11, -10.63
197409, -12.38,  -9.74, -11.90, -15.55,  -9.60
197410,  10.18,  17.20,  13.18,  29.52,  20.24
197411,  -4.70,  -4.53,  -4.16,  -1.20,  -2.76
197412,  -2.46,  -2.20,  -2.49,  -3.37,  -4.34
197501,  21.77,  12.43,  13.50,  -0.61,  17.82
197502,   4.59,   5.07,   9.83,  16.04,   2.85
197503,   8.13,   1.83,   0.27,   1.28,   4.11
197504,   3.20,   7.24,   2.98,   0.72,   3.29
197505,   4.04,   6.42,   4.99,   6.48,   5.70
197506,   7.44,   5.38,   2.95,   0.91,   5.95
197507,  -5.07,  -5.20,  -7.45, -12.03,  -6.13
197508,  -2.36,  -0.92,  -3.21,  -3.34,  -5.12
197509,  -2.84,  -3.61,  -1.00,  -6.54,  -6.31
197510,   9.83,   3.50,   7.79,  10.68,   3.90
197511,   4.06,   1.59,   4.73,   5.12,   3.55
197512,  -1.67,  -0.48,  -0.81,  -6.36,  -0.29
197601,  11.72,  12.92,  14.97,   7.78,  12.92
197602,   2.24,  -0.50,   2.05,  -6.52,   3.13
197603,   2.50,   2.91,   2.11,   6.52,   1.93
197604,  -1.54,  -0.08,  -1.57,  -4.31,  -1.56
197605,  -3.62,   0.77,  -0.75,  -2.81,  -1.66
197606,   3.19,   4.21,   6.55,   3.66,   5.40
197607,  -0.50,  -0.78,  -0.98,  -0.38,  -0.04
197608,   0.26,  -0.71,   1.19,   2.17,  -1.14
197609,   2.16,   3.10,   2.41,   3.62,   0.93
197610,  -1.26,  -2.60,  -2.36,  -3.75,  -0.46
197611,   1.84,   0.61,   2.23,  -9.69,   2.05
197612,   5.76,   6.10,   3.69,   6.26,   8.40
197701,  -5.01,  -2.83,  -2.34,  -8.82,  -4.16
197702,  -2.24,  -1.89,   0.00,  -0.21,  -1.75
197703,  -2.44,  -0.82,  -0.44,  -1.79,  -0.10
197704,   0.23,   1.45,  -1.81,  -5.20,   2.14
197705,  -1.30,  -1.31,  -0.29,  -1.88,  -0.85
197706,   4.88,   4.70,   5.37,   9.04,   5.31
197707,  -0.42,  -2.19,  -0.44,  -2.24,  -0.35
197708,   1.05,  -3.11,  -0.62,   3.79,  -1.25
197709,   0.42,   0.16,   0.29,  -0.84,  -0.08
197710,  -3.67,  -3.98,  -3.95,  -1.68,  -4.43
197711,   4.01,   4.04,   4.01,   6.02,   6.47
197712,  -0.58,   0.88,   2.31,   0.59,   0.65
197801,  -6.23,  -6.04,  -4.50,  -1.86,  -5.31
197802,   0.06,  -1.69,  -0.48,  -3.00,  -0.15
197803,   4.42,   3.02,   0.68,   4.16,   5.42
197804,   8.90,   7.69,   8.97,   9.20,   9.34
197805,   2.05,   2.43,   0.83,   5.25,   2.54
197806,  -1.58,  -1.76,  -0.82,   1.10,  -0.26
197807,   4.36,   5.51,   5.75,   8.87,   6.55
197808,   4.19,   3.63,   5.08,   1.00,   6.38
197809,  -1.07,   0.33,  -2.15,  -2.75,  -1.26
197810, -12.22, -10.33,  -8.38, -12.84, -14.06
197811,   1.86,   3.95,   4.24,   5.18,   2.50
197812,   0.36,   1.43,   3.94,   3.42,   1.32
197901,   4.88,   5.39,   4.06,   1.42,   6.09
197902,  -3.79,  -2.29,  -2.29,  -4.52,  -3.25
197903,   5.48,   7.07,   4.75,   5.05,   8.17
197904,   1.26,   0.75,  -0.57,   0.42,   1.51
197905,  -1.64,  -1.67,  -1.23,  -2.64,  -0.31
197906,   3.11,   5.75,   1.02,   4.83,   7.05
197907,   1.80,   1.93,  -1.00,   0.14,   3.30
197908,   7.02,   6.79,   4.30,   8.54,   5.85
197909,  -0.85,   1.44,  -1.99,  -0.54,  -0.65
197910,  -8.58,  -5.88,  -6.78,  -4.34, -10.15
197911,   2.47,   6.89,   6.66,   8.75,   7.00
197912,   3.29,   2.83,   0.61,   2.08,   4.18
198001,   4.33,   9.04,   4.06,  -1.29,   5.51
198002,  -5.26,   3.73,  -2.87,  -4.63,  -3.33
198003,  -8.51, -13.81,  -9.32,  -2.84, -12.26
198004,   3.06,   6.12,   3.07,   4.28,   6.06
198005,   7.68,   5.02,   4.89,   6.96,   8.11
198006,   2.75,   4.20,   1.69,   0.21,   5.12
198007,   9.78,   4.94,  10.20,   8.89,   6.63
198008,   1.57,   2.11,   4.57,   0.30,   2.65
198009,   0.75,   4.18,   0.78,   3.60,   3.62
198010,  -0.73,   4.09,   0.23,  -1.29,   1.50
198011,   2.58,  15.84,   6.68,   8.81,   7.48
198012,  -0.34,  -6.50,  -0.62,   4.61,  -0.70
198101,   0.33,  -6.11,  -4.28,  -1.57,  -2.55
198102,   3.64,   1.33,   1.00,   1.85,   1.70
198103,   8.68,   1.73,   3.82,   5.87,   8.44
198104,   1.91,  -3.99,   1.97,   3.00,   0.93
198105,   2.76,  -1.57,   5.14,   3.47,   2.51
198106,  -1.72,   1.86,  -5.16,  -5.58,  -0.97
198107,  -2.15,   2.56,  -2.45,  -3.89,  -2.68
198108,  -5.93,  -5.73,  -5.15,  -7.75,  -5.50
198109,  -2.95,  -9.17,  -1.62,  -1.33,  -5.44
198110,   4.14,   6.52,   5.46,   7.95,   7.14
198111,   2.68,   5.77,   1.93,   3.93,   5.07
198112,  -1.30,  -3.88,  -0.52,  -0.75,  -3.76
198201,  -0.03,  -5.09,   2.03,   1.45,  -3.25
198202,  -1.77,  -6.88,  -5.39,  -1.81,  -3.90
198203,   3.30,  -1.81,  -1.63,  -2.57,  -1.31
198204,   5.66,   3.78,   4.70,   7.33,   3.72
198205,  -2.66,  -1.18,  -3.98,  -3.05,  -5.46
198206,   2.30,  -4.01,  -2.40,  -0.73,  -2.43
198207,  -0.21,  -4.46,   1.42,   0.85,  -3.07
198208,  11.48,  12.05,  12.12,  12.38,  11.32
198209,   3.55,   0.45,   1.14,   1.37,   4.17
198210,  14.22,   8.66,  14.05,   8.35,  15.66
198211,   8.02,   1.14,   9.19,   5.31,   7.57
198212,   0.40,   2.97,   1.50,   0.56,  -1.30
198301,   1.45,   4.27,   9.55,   1.43,   2.82
198302,   5.14,   2.10,   2.43,   2.80,   4.64
198303,   5.46,   2.97,   0.67,   4.63,   4.96
198304,   8.36,   7.07,   6.79,   5.12,   8.30
198305,  -0.72,   1.87,   1.62,  -2.66,   2.45
198306,   6.07,   2.85,   4.49,   6.89,   1.64
198307,  -3.12,  -1.76,  -5.32,  -5.63,  -3.69
198308,  -2.21,   3.04,  -0.21,  -1.08,  -0.86
198309,   3.67,   0.27,   2.18,   1.28,   1.63
198310,  -0.61,  -1.14,  -6.42,  -2.14,  -4.01
198311,   3.55,   2.44,   2.52,  -3.00,   4.68
198312,  -1.61,  -0.66,  -0.14,  -3.60,  -0.86
198401,  -3.85,   1.89,  -3.37,  -0.61,  -1.65
198402,  -5.38,  -2.37,  -5.29,  -1.99,  -4.89
198403,   1.12,   1.47,   0.04,  -0.70,   2.45
198404,   0.63,   1.34,   0.30,   2.34,  -2.06
198405,  -4.22,  -4.57,  -4.93,  -6.45,  -6.85
198406,   5.50,   0.74,   4.78,   3.85,   2.23
198407,   0.10,  -3.07,  -0.47,  -3.81,  -1.80
198408,   9.51,  11.61,  11.40,  10.29,  11.16
198409,   0.44,   0.44,  -1.09,  -4.39,   2.20
198410,   0.85,  -0.49,  -1.63,   1.60,   0.73
198411,  -1.74,  -0.27,  -2.25,  -0.04,  -0.30
198412,   2.46,   1.42,   3.53,   2.84,   3.70
198501,   9.22,   6.48,   9.77,   8.24,   9.81
198502,   2.06,   2.12,   0.41,   3.61,   2.15
198503,   0.04,   0.53,  -2.05,   3.00,  -0.16
198504,  -1.67,   0.92,  -2.45,  -1.70,   1.47
198505,   8.01,   4.18,   5.11,   9.54,   6.36
198506,   2.00,   1.34,   1.49,   2.32,   2.95
198507,  -1.82,   0.36,   1.72,  -0.46,  -0.14
198508,  -0.62,   0.29,  -1.65,  -0.81,  -0.45
198509,  -2.65,  -3.55,  -4.59,  -3.92,  -4.92
198510,   4.07,   4.85,   3.33,   3.16,   6.38
198511,   8.66,   4.91,   8.29,   9.75,   7.41
198512,   5.53,   2.48,   7.68,   3.50,   4.49
198601,   1.87,  -0.09,  -1.25,   1.09,   3.54
198602,   9.72,   7.01,   5.61,   6.13,   8.33
198603,   8.20,   4.18,   0.96,  12.02,   5.78
198604,  -0.65,  -1.75,   3.52,   0.70,  -2.64
198605,   7.81,   4.88,   2.00,   7.27,   4.63
198606,   3.57,   0.65,  -1.35,   5.64,   1.54
198607,  -7.99,  -3.59,  -6.75,  -5.32,  -6.41
198608,   3.40,   8.86,   6.94,   4.01,   6.90
198609,  -9.29,  -6.12,  -7.76, -12.54,  -8.79
198610,   7.72,   5.11,   1.86,   7.94,   4.26
198611,   2.14,   2.30,   3.66,   1.36,  -0.62
198612,  -4.06,  -1.95,  -3.69,  -1.24,  -2.53
198701,  14.64,  13.06,  12.91,  13.16,  11.14
198702,   6.50,   1.52,   6.63,  11.24,   4.67
198703,   2.24,   4.22,   2.32,   0.17,  -0.29
198704,  -1.25,  -1.68,   2.51,  -2.45,  -4.07
198705,   0.53,   0.48,   1.09,   1.24,  -0.04
198706,   5.57,   4.94,   1.86,   4.78,   4.62
198707,   6.03,   4.16,   2.60,   5.77,   3.58
198708,   4.09,   2.77,   6.66,   2.21,   4.35
198709,  -4.34,  -1.32,  -0.88,  -2.54,  -1.79
198710, -24.99, -20.91, -21.44, -20.45, -23.60
198711,  -8.29,  -5.86,  -9.49,  -9.31,  -6.61
198712,   8.14,   7.27,   9.04,   5.34,   5.40
198801,   4.22,   4.52,   1.89,   6.36,   6.39
198802,   7.48,   4.36,   5.12,   4.20,   4.32
198803,  -2.05,  -0.79,  -4.36,  -2.52,  -1.35
198804,   1.24,   1.93,   1.89,  -2.00,  -0.36
198805,  -0.30,   0.52,  -0.05,  -0.25,   0.95
198806,   5.72,   4.03,   7.01,   2.68,   6.02
198807,   0.24,  -0.53,  -2.96,   0.49,  -0.59
198808,  -2.31,  -2.78,  -5.98,  -1.04,  -0.93
198809,   6.63,   1.86,   4.85,   3.86,   4.13
198810,   4.94,   1.39,   1.28,   1.22,  -0.01
198811,  -1.67,  -1.33,  -1.53,  -2.17,  -2.09
198812,   2.23,   2.34,   3.34,   1.82,   0.96
198901,   6.23,   6.12,   7.95,   6.78,   6.89
198902,  -1.85,  -1.84,  -2.57,  -1.15,  -0.41
198903,   3.26,   1.70,  -0.23,   4.94,   3.41
198904,   4.75,   4.36,   7.41,   5.41,   4.68
198905,   4.83,   3.77,   4.16,   3.41,   4.18
198906,   0.14,  -0.97,  -1.58,  -2.72,   0.84
198907,   9.75,   6.32,   5.99,  13.90,   8.16
198908,   0.95,   3.03,   1.69,   0.37,   3.36
198909,  -1.90,  -0.99,   0.91,   2.41,   1.35
198910,  -3.63,  -1.97,  -3.07,   0.39,  -4.84
198911,   1.06,   3.32,   0.37,   4.54,  -0.03
198912,   0.85,   4.12,   2.89,   1.05,  -1.46
199001,  -7.49,  -5.60,  -8.56,  -7.36,  -8.87
199002,   1.35,   2.16,   1.57,  -2.06,   2.52
199003,   4.51,   1.72,   4.30,   3.85,  -0.26
199004,  -1.55,  -3.54,  -2.81,   0.29,  -3.46
199005,   9.87,   7.00,  10.79,  12.77,   9.10
199006,   1.21,  -0.67,  -3.11,   4.43,  -1.64
199007,  -2.47,   2.39,  -5.94,   2.60,  -3.46
199008, -10.17,  -8.04, -11.35,  -6.80, -11.38
199009,  -6.70,  -4.34,  -2.42,  -4.35, -10.00
199010,  -0.32,  -0.48,  -0.01,   1.42,  -6.36
199011,   7.65,   4.52,   6.59,   9.49,  10.65
199012,   3.46,   2.04,   2.83,   2.78,   5.46
199101,   6.95,   2.37,   6.93,   4.54,   7.48
199102,   9.53,   6.32,   4.89,   9.87,   9.68
199103,   5.82,   1.43,   1.53,   5.42,   3.10
199104,   0.03,   0.91,  -0.89,  -1.14,   1.28
199105,   6.34,   3.53,   1.04,   4.65,   4.96
199106,  -4.63,  -3.71,  -5.38,  -4.18,  -5.22
199107,   4.87,   3.81,   3.91,   8.46,   4.70
199108,   3.90,   2.21,   1.84,   2.88,   3.11
199109,  -3.19,  -0.56,  -0.39,  -0.36,  -0.57
199110,  -1.27,   1.57,   2.04,   6.63,   2.32
199111,  -1.53,  -4.40,  -4.65,  -2.59,  -5.40
199112,  13.34,   7.63,   9.47,  16.54,  12.62
199201,  -0.53,  -0.82,   2.03,  -5.55,   2.06
199202,   2.77,   0.80,   1.45,  -2.64,   3.13
199203,  -1.25,  -1.39,  -3.23,  -5.47,  -2.15
199204,  -0.17,   4.36,   2.69,  -2.16,   0.52
199205,   0.55,   0.92,  -0.82,   1.13,   1.51
199206,  -1.94,  -2.46,  -1.55,  -4.72,  -0.01
199207,   3.84,   4.37,   4.17,   5.80,   3.18
199208,  -0.88,  -1.40,  -2.80,  -3.37,  -3.41
199209,   2.19,   1.20,   2.57,  -4.97,   3.47
199210,   1.34,  -0.43,   0.78,   3.35,   2.98
199211,   5.60,   1.46,   5.32,   4.83,   6.01
199212,   0.66,   1.82,   2.73,  -1.36,   3.86
199301,   0.69,   1.25,   2.99,  -6.84,   3.28
199302,  -1.62,   3.69,   2.66,  -8.96,   0.40
199303,   1.83,   2.52,   2.74,   0.74,   3.93
199304,  -7.36,   0.23,  -3.27,   1.31,  -3.20
199305,   3.80,   1.65,   6.46,   3.58,   1.71
199306,  -1.13,   0.32,   2.10,  -2.99,   2.19
199307,  -0.49,   0.53,  -0.86,  -5.94,   2.05
199308,   3.59,   3.67,   5.92,   3.13,   3.43
199309,  -0.77,  -0.86,   0.40,   0.88,   1.71
199310,   5.72,   0.67,   2.11,   5.94,  -2.30
199311,   0.68,  -1.99,  -3.08,   1.10,  -2.78
199312,   0.53,   2.55,   1.29,   2.45,   2.62
199401,   1.31,   3.45,   3.41,   1.98,   4.41
199402,  -0.46,  -2.10,  -1.78,  -5.57,  -3.88
199403,  -4.74,  -4.15,  -3.82,  -6.68,  -4.25
199404,   0.53,   1.39,  -0.20,   2.30,   1.27
199405,  -1.75,   0.21,   1.89,   4.43,   3.00
199406,  -2.43,  -2.72,  -2.46,  -3.75,  -2.64
199407,   2.16,   4.38,   3.55,   1.08,   2.69
199408,   4.43,   2.84,   5.35,  10.82,   3.51
199409,  -1.90,  -1.97,  -0.77,   1.72,  -4.20
199410,   1.25,   2.25,   3.90,   0.91,   0.05
199411,  -2.89,  -4.22,  -3.59,   0.47,  -5.16
199412,  -0.08,   2.17,   1.81,   0.58,   1.42
199501,   0.62,   1.06,   1.31,   6.18,   4.68
199502,   3.16,   4.36,   4.47,   2.24,   4.87
199503,   2.88,   2.84,   2.72,   2.78,   1.93
199504,   0.33,   2.70,   5.52,   3.02,   1.69
199505,   3.91,   3.92,   2.11,   1.63,   4.48
199506,   2.87,   0.44,   7.48,   4.49,   2.20
199507,   2.42,   2.51,   6.87,   5.39,   4.84
199508,  -0.72,  -0.29,   1.54,   1.07,   3.67
199509,   3.88,   2.77,   2.92,   7.48,   4.52
199510,  -2.82,  -1.38,   0.85,   1.11,  -2.06
199511,   5.30,   5.15,   0.64,   4.99,   6.13
199512,   0.95,   3.12,  -1.06,   5.91,   1.08
199601,   1.64,   2.23,   2.10,   6.04,   3.55
199602,   3.42,   0.27,   2.95,  -1.12,   2.17
199603,   2.59,   3.10,  -2.84,   0.19,   1.75
199604,   2.33,   1.26,   7.21,  -0.61,   0.26
199605,   4.95,   1.75,   2.46,   3.94,   1.53
199606,  -0.08,   0.85,  -3.01,  -0.23,  -0.29
199607,  -5.54,  -4.45,  -7.78,  -6.07,  -4.29
199608,   2.43,   3.12,   2.57,   4.22,   3.90
199609,   3.23,   4.70,   7.61,   7.33,   5.07
199610,   0.46,   2.89,  -1.57,  -0.71,   3.95
199611,   4.44,   5.35,   9.97,   6.67,   7.52
199612,  -1.51,  -0.03,  -1.10,  -2.65,  -1.76
199701,   3.06,   3.70,   7.18,   9.52,   6.03
199702,   3.15,  -0.95,  -4.51,   0.97,   2.60
199703,  -3.41,  -1.57,  -6.26,  -7.36,  -5.89
199704,   3.87,   3.02,   6.15,   6.19,   5.20
199705,   6.01,   7.09,   9.14,   6.88,   6.21
199706,   4.08,   3.98,   2.13,   8.88,   5.38
199707,   5.64,   6.63,  12.07,   2.04,   9.30
199708,  -3.74,  -3.59,  -1.61,  -6.13,  -4.74
199709,   5.37,   4.22,   5.06,   6.60,   7.92
199710,  -2.77,  -4.00,  -5.36,   0.16,  -2.67
199711,   4.86,   2.65,   4.08,   2.84,   3.02
199712,   2.17,   0.67,  -1.50,   3.55,   5.26
199801,  -0.90,  -1.59,   5.07,   5.73,  -2.08
199802,   8.27,   6.38,   7.90,   5.47,   8.13
199803,   6.14,   5.13,   3.94,   3.61,   5.80
199804,  -1.38,   1.26,   2.44,   1.90,   1.81
199805,   2.42,  -2.64,  -5.27,  -2.46,  -3.09
199806,   3.91,  -0.26,   6.99,   6.16,   3.08
199807,  -3.26,  -5.89,   1.51,  -0.22,  -1.76
199808, -14.44, -10.87, -15.73, -12.25, -21.49
199809,   1.41,   4.65,  13.54,  12.01,   2.70
199810,  10.85,   6.45,   6.47,   3.85,   8.91
199811,   7.56,   2.51,   9.13,   6.17,   6.19
199812,   4.85,   1.65,  14.98,   5.02,   3.46
199901,   0.42,  -1.85,  13.19,   0.24,   1.10
199902,  -2.74,  -2.50,  -9.02,   0.23,   0.02
199903,   0.53,   5.80,   5.77,   2.56,   2.47
199904,   2.95,  10.41,   4.03,  -5.54,   6.69
199905,  -1.62,  -1.75,  -0.17,  -2.04,  -3.76
199906,   3.99,   1.82,  10.03,   4.50,   3.19
199907,  -4.18,  -0.55,  -1.75,  -4.44,  -6.03
199908,  -4.67,   0.15,   1.70,   3.73,  -5.21
199909,  -2.82,  -3.46,   1.00,  -7.09,  -4.37
199910,   4.65,   3.55,   4.85,  10.79,  11.31
199911,   1.50,  -0.95,  10.60,   1.49,  -2.30
199912,   2.88,   6.54,  16.58,  -5.64,   1.46
200001,  -7.95,  -4.96,  -4.54,   7.54,  -4.69
200002,  -5.11,  -4.75,  13.29,  -2.92,  -7.12
200003,  11.03,   8.19,   4.64,   0.30,  14.08
200004,  -2.04,   1.57, -10.13,   5.28,  -3.12
200005,  -0.57,   1.31, -10.76,   3.95,   3.40
200006,  -1.32,  -2.62,  11.33,  11.52,  -2.94
200007,  -0.04,  -0.84,  -5.58,  -6.16,   5.49
200008,  -1.49,   8.29,  10.04,   3.54,   9.15
200009,   2.34,  -0.19, -13.17,   3.71,   0.25
200010,   1.95,   0.93,  -5.97,   2.62,  -1.10
200011,  -0.78,  -1.94, -21.81,   0.81,  -6.12
200012,   5.21,   7.25,  -7.14,   3.53,   7.20
200101,   3.93,  -3.46,  15.99,  -8.96,   0.17
200102,  -3.03,  -0.94, -22.58,  -0.48,  -4.41
200103,  -3.50,  -3.04, -11.72,  -8.44,  -4.29
200104,   4.20,   7.85,  13.98,   3.98,   5.94
200105,   1.78,   1.32,  -2.83,   3.02,   3.66
200106,  -1.64,  -5.69,   0.37,  -2.87,   0.05
200107,   2.69,  -1.13,  -5.79,   2.33,  -2.26
200108,  -4.01,  -1.87, -11.70,  -3.11,  -5.41
200109,  -7.53,  -9.46, -14.33,  -0.58,  -8.22
200110,   1.32,   3.56,   7.68,   1.18,  -0.81
200111,   7.15,   2.94,  13.25,   5.04,   7.53
200112,   3.05,   3.81,   0.25,  -2.89,   3.44
200201,   2.36,  -0.63,  -2.25,  -2.36,  -1.59
200202,   1.76,   3.74, -10.50,  -0.49,  -0.16
200203,   3.09,   6.55,   4.80,   0.46,   5.31
200204,   0.23,  -2.02, -11.96,  -7.57,  -2.99
200205,  -0.26,  -1.48,  -2.07,  -2.23,  -0.60
200206,  -5.62,  -2.68, -12.75,  -9.60,  -4.91
200207,  -9.65,  -9.99, -10.19,  -2.55,  -6.46
200208,   2.02,   0.01,  -0.55,   0.65,   0.91
200209,  -8.84,  -8.67, -14.66,  -5.86, -10.74
200210,   4.85,   2.89,  19.89,   5.69,   6.41
200211,   1.28,   4.53,  14.88,   3.71,   4.50
200212,  -4.15,  -1.31, -11.86,  -4.05,  -4.99
200301,  -4.66,  -3.48,  -2.07,  -0.59,  -2.25
200302,  -2.27,  -1.37,  -0.90,  -1.94,  -2.54
200303,   1.09,   1.89,  -0.85,   3.79,   0.91
200304,   7.64,   4.54,   9.76,   4.32,  11.66
200305,   5.65,   6.62,   8.76,   3.90,   5.23
200306,   2.63,   0.13,   0.71,   4.12,   0.88
200307,   1.27,   1.04,   3.61,   0.60,   3.60
200308,   4.48,   4.30,   4.80,  -2.54,   0.53
200309,  -2.41,  -2.05,  -2.14,   0.24,   0.34
200310,   7.58,   5.63,   7.86,   0.73,   6.47
200311,   1.95,   1.52,   1.26,   1.63,   1.01
