This file was created by CMPT_IND_RETS using the 202212 CRSP database.
It contains value- and equal-weighted returns for 10 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
195107,   2.63,   4.31,   8.78,   9.41,   4.91,   7.40,   2.68,  10.80,   5.08,   6.89
195108,   3.16,   6.51,   5.74,   5.44,   6.18,   6.56,   4.21,  -0.63,   2.92,   4.51
195109,   0.41,   2.40,   2.70,   2.27,   2.91,   0.57,   2.29,   0.02,   1.03,   4.04
195110,  -2.19,  -2.86,  -2.55,  -0.85,  -3.63,  -6.55,  -3.48,  -3.58,   0.97,  -3.23
195111,  -0.70,   1.56,   0.14,  -0.24,   2.53,   4.73,   1.00,  -1.33,   1.94,   1.88
195112,   0.54,   1.72,   2.12,   1.71,   2.93,   0.58,  -0.59,   3.19,   2.82,   0.99
195201,   0.40,   0.30,   1.59,   6.77,   0.73,   2.00,   0.48,   2.52,   3.26,   2.10
195202,  -1.54,  -1.61,  -3.16,  -2.21,  -1.50,  -1.36,  -1.84,  -3.56,  -0.15,  -1.60
195203,   1.69,   3.50,   2.70,   6.11,   3.51,   0.09,   1.58,   0.21,   1.69,   4.40
195204,  -3.55,  -4.42,  -6.04,  -7.58,  -2.94,  -3.59,  -2.54,  -4.83,  -1.75,  -4.02
195205,   1.93,   2.51,   2.31,   3.19,   1.13,   0.44,   2.65,   1.06,   3.20,   2.67
195206,   1.89,   2.09,   3.48,   4.35,   4.08,   2.18,   3.05,   0.95,   1.59,   4.14
195207,   0.10,   1.10,   1.80,  -0.97,   1.65,   3.11,   1.25,  -2.22,   1.89,   0.63
195208,   0.86,   1.25,  -0.69,  -2.29,   0.56,   0.64,  -0.24,  -0.01,   2.13,  -0.09
195209,  -2.32,  -0.09,  -2.30,  -4.06,   1.67,   2.28,  -1.07,  -2.25,   0.60,  -1.25
195210,  -1.87,  -0.59,  -1.50,   0.02,  -0.50,   0.00,  -0.99,  -1.48,  -0.20,  -1.16
195211,   4.92,   5.79,   6.65,   2.42,   6.64,   5.77,   3.64,   5.39,   5.02,   6.15
195212,   2.20,   1.78,   1.90,   4.82,   2.91,   0.76,   0.73,  -0.26,   1.87,   3.61
195301,   2.83,   4.48,   2.95,  -1.42,   1.68,   6.22,   2.17,  -2.37,   1.08,   3.19
195302,   2.69,   1.65,   1.02,   0.36,   0.72,   4.57,   0.79,   2.07,   1.06,   0.57
195303,  -1.00,  -2.67,  -1.90,   2.58,  -2.38,  -1.32,   0.03,  -0.02,   0.50,  -1.48
195304,  -0.84,  -3.31,  -2.57,  -3.62,  -2.48,   4.63,  -1.59,  -2.47,  -3.10,  -2.68
195305,   0.73,  -0.60,   0.54,   1.44,  -0.20,   0.51,   0.88,   0.65,  -0.34,   1.46
195306,  -3.04,  -5.27,  -3.54,  -1.48,  -2.98,   1.78,  -3.04,  -3.13,  -2.84,  -3.11
195307,   1.78,   0.39,   1.58,   1.79,   1.48,   3.23,   1.89,   2.58,   3.29,   1.67
195308,  -4.23,  -6.42,  -5.87,  -7.58,  -6.57,  -2.46,  -2.71,  -1.86,  -0.20,  -7.24
195309,  -1.56,  -2.64,  -0.70,  -3.25,   2.26,   2.11,  -1.32,  -0.38,   1.29,  -2.37
195310,   1.37,   6.61,   4.99,   4.23,   3.97,   2.72,   0.77,   2.70,   4.60,   3.24
195311,   0.55,   1.94,   2.77,   2.12,   1.03,   3.52,   0.63,   6.31,   2.94,   2.75
195312,  -1.82,  -3.10,  -1.32,  -1.58,  -0.67,  -2.33,  -2.05,   0.05,   0.86,  -2.34
195401,   6.57,   6.79,   7.95,  10.12,   7.30,   3.75,   6.72,   5.92,   3.41,   7.66
195402,   0.70,   0.26,   1.53,   1.97,   1.88,   3.37,   0.16,   1.34,   2.11,   1.71
195403,   1.11,   1.33,   4.39,   2.84,   4.01,   1.65,   1.31,   0.15,   2.68,   2.79
195404,  -0.97,  -0.80,   2.95,   3.33,   3.54,   2.03,   0.03,   2.18,   1.26,   2.22
195405,   4.74,   4.57,   4.73,   3.99,   2.52,   3.61,   2.48,   2.33,   2.62,   5.56
195406,   1.30,   0.85,   1.62,  -2.79,   3.78,   0.83,   1.63,  -0.31,   1.34,   1.27
195407,   7.69,   5.72,   7.69,   2.81,   7.72,   9.03,   8.77,   7.08,   5.90,   7.62
195408,  -1.35,  -1.34,  -1.36,   0.57,  -3.21,   0.67,   0.33,  -1.74,  -1.37,   0.18
195409,   3.10,   5.02,   4.84,   6.89,   6.10,   4.61,   4.27,   5.43,   1.86,   4.24
195410,  -0.62,  -1.12,  -0.23,  -1.46,  -0.26,   1.61,  -2.33,   0.28,  -3.56,   0.80
195411,   6.42,   6.41,  11.08,   9.44,  12.28,   9.19,   6.64,  12.04,   5.01,  10.67
195412,   6.98,   8.98,   9.50,   9.49,   8.00,  13.85,   7.04,   8.00,   3.89,  12.90
195501,   1.75,   2.12,   1.18,  -0.08,   1.87,   3.36,   1.40,  -2.24,   1.55,   1.94
195502,   2.42,   5.35,   5.32,   3.57,   6.58,   2.54,   2.48,   3.80,   3.94,   4.36
195503,  -0.29,  -0.07,   0.13,   0.84,   0.22,   2.75,  -1.57,   4.59,  -0.90,   0.87
195504,   2.20,   3.98,   1.74,   0.57,   2.55,   5.49,   2.45,   4.12,   2.61,   3.26
195505,  -0.52,   0.35,   0.59,   0.60,   0.94,   1.30,   1.63,   1.05,  -0.01,   2.10
195506,   1.91,   2.12,   5.28,   7.09,   3.35,  -2.27,   3.83,   1.47,   1.70,   2.15
195507,   1.92,   3.07,   0.17,  -0.58,  -2.76,   4.31,   1.98,   1.02,   3.36,  -0.99
195508,  -1.19,  -0.24,   1.91,   1.50,  -0.23,  -3.97,  -0.03,  -0.25,   0.06,   0.45
195509,  -0.94,   1.91,  -0.27,  -1.42,  -2.92,  -2.61,   0.25,  -1.15,  -2.21,  -1.60
195510,  -0.52,  -3.21,  -1.64,  -1.60,  -3.14,  -4.52,  -1.54,   0.94,  -1.17,  -2.52
195511,   2.06,   5.24,   7.38,   9.41,   6.48,   3.76,   2.25,   6.97,   3.06,   6.48
195512,   1.56,   0.70,   3.05,   4.40,   3.64,   1.25,   2.21,   7.30,   0.23,   1.30
195601,   0.13,  -3.76,  -3.37,   1.95,  -3.32,   0.88,  -1.71,  -4.49,  -0.26,  -2.80
195602,   1.28,   4.62,   4.46,   5.47,   4.70,  -0.61,   0.91,   4.05,   1.87,   3.67
195603,   2.13,   3.54,   7.21,   8.76,   7.20,   5.67,   2.26,   7.09,   3.39,   4.59
195604,  -0.10,  -1.55,   1.15,   1.23,   0.73,  -1.03,  -0.42,   1.28,  -1.43,   1.25
195605,  -3.43,  -5.66,  -4.88,  -2.95,  -5.92,  -3.82,  -2.53,  -3.51,  -0.52,  -4.73
195606,   0.43,   2.51,   3.02,   3.55,   2.64,   2.59,   1.46,   2.26,   2.29,   1.31
195607,   1.41,   3.08,   5.88,   5.37,   3.80,   3.68,   1.71,   4.34,   4.88,   2.69
195608,  -0.51,  -0.13,  -1.75,  -3.78,  -1.95,  -1.43,  -1.49,  -3.27,  -1.68,  -3.19
195609,  -2.66,  -2.96,  -4.12,  -5.06,  -3.75,  -5.05,  -2.96,  -3.02,  -3.62,  -3.21
195610,   1.38,   0.53,   0.78,   0.97,   0.22,  -4.07,   1.17,   0.66,   1.03,   0.02
195611,   0.69,  -0.83,   0.59,   9.16,  -0.44,  -1.10,  -0.73,  -0.92,   0.21,  -0.59
195612,   0.52,  -0.55,   4.28,   0.08,   4.50,   1.55,  -0.58,   6.22,   1.67,   2.47
195701,   3.01,   1.38,  -1.84,  -3.05,  -0.05,   3.23,   1.85,  -1.17,   2.75,   0.98
195702,  -1.60,  -2.59,  -2.88,  -3.44,  -2.72,  -1.67,  -1.12,   0.14,   0.13,  -3.37
195703,   0.97,   2.91,   2.05,   1.81,   4.35,   1.90,   2.32,   6.87,   2.15,   2.55
195704,   2.07,   2.86,   1.98,   5.44,   4.85,   4.12,   1.74,   4.60,   2.32,   2.92
195705,   0.74,   1.59,   1.82,   7.22,   4.50,   0.65,   2.18,   4.50,   1.88,   1.85
195706,  -0.31,  -0.44,  -0.40,  -4.09,   1.71,  -2.49,   0.66,   4.11,  -4.84,  -0.46
195707,   0.18,   0.64,   0.37,  -0.27,   0.32,  -1.16,   1.30,   2.11,   0.66,   1.23
195708,  -3.22,  -4.36,  -6.19,  -6.40,  -7.43,  -4.22,  -2.36,  -2.37,  -2.37,  -5.71
195709,  -3.04,  -5.33,  -7.17,  -7.14,  -6.27,  -3.51,  -2.15,  -1.54,  -2.14,  -6.68
195710,  -5.13,  -7.71,  -6.99,  -8.80,  -8.59,  -7.38,  -5.53,  -1.60,  -1.03,  -8.72
195711,   2.27,  -1.04,   2.05,   4.66,   5.96,  -0.11,   1.49,   7.41,   4.29,  -0.62
195712,  -2.10,  -7.83,  -6.90,  -9.77,  -7.07,  -3.71,  -3.10,  -0.60,   2.95,  -5.50
195801,  11.54,  11.93,  11.56,   6.96,  10.11,  15.43,   8.45,   2.36,   6.70,  13.31
195802,   0.71,  -3.42,  -2.19,  -5.17,  -2.26,  -2.92,   1.08,   4.28,   1.38,  -1.15
195803,   3.97,   2.51,   3.35,   8.10,   5.08,   3.97,   3.60,  10.34,   2.04,   2.05
195804,   4.73,   2.76,   1.37,   2.86,   1.11,   8.16,   3.31,   8.46,   5.06,   3.99
195805,   3.51,   4.47,   4.52,   4.49,   5.85,   3.63,   3.36,   2.43,   1.88,   3.46
195806,   2.40,   4.25,   2.43,   5.59,   3.82,   5.70,   3.31,   2.72,   2.51,   4.57
195807,   3.28,   7.03,   8.29,   4.65,   4.21,   2.27,   3.14,   4.17,   1.05,   5.59
195808,   4.66,   6.51,   2.68,   1.58,   4.68,   5.95,   4.83,   3.29,  -0.99,   2.28
195809,   5.29,   7.80,   5.23,   2.55,   5.28,   4.47,   5.64,  11.10,   2.61,   6.06
195810,   2.42,   4.93,   3.01,   0.43,   7.04,   0.45,   2.33,   1.31,   4.22,   3.79
195811,   3.29,   5.89,   3.16,   2.15,  10.40,   9.85,   5.93,   8.59,   3.22,   4.43
195812,   3.92,   4.18,   4.24,   2.13,   5.35,   3.12,   2.58,   4.95,   5.25,   2.79
195901,   4.99,   5.61,   4.55,   3.93,   2.30,   5.16,   5.51,  -0.09,   2.56,   4.08
195902,   3.08,   4.39,   3.11,  -4.42,   8.66,  10.07,   4.24,   4.86,   0.94,   1.45
195903,   1.37,   3.42,   0.55,   2.90,   3.17,   2.46,   0.30,   4.51,   1.28,   0.04
195904,   1.47,   6.44,   2.90,   0.97,   9.98,   5.33,   1.21,  11.06,  -0.60,   1.21
195905,  -0.07,   3.00,   1.96,  -1.06,   0.99,  -3.29,   0.46,  -2.46,  -1.31,   0.91
195906,   1.04,  -0.29,   1.45,  -2.12,   1.07,   1.43,   0.72,   6.27,  -2.30,  -0.27
195907,   4.41,   2.61,   2.85,   5.17,   1.83,   4.26,   3.98,   3.79,   4.15,   0.77
195908,  -0.56,  -0.18,  -2.34,  -3.38,  -4.69,   0.96,   0.44,   0.02,   1.83,  -2.03
195909,  -2.06,  -4.60,  -5.07,  -8.05,  -5.90,  -5.77,  -3.70,  -6.10,  -4.37,  -4.18
195910,   1.32,   5.17,   1.57,   2.28,   7.19,   5.74,   1.25,   5.48,   1.31,   1.13
195911,  -0.17,   1.92,   2.54,  -0.30,   5.81,   0.13,   2.28,   4.80,   0.65,  -0.47
195912,   2.02,   4.19,   2.11,   2.02,   3.73,   5.68,   2.72,  -0.91,   1.39,   1.94
196001,  -2.42,  -4.65,  -4.79,  -4.73,  -8.19,  -4.72,  -3.27,  -4.71,  -1.65,  -2.53
196002,   1.48,  -0.40,   0.28,  -3.05,   5.89,   2.64,   1.12,   1.20,   2.05,  -0.10
196003,  -2.88,  -5.94,  -3.43,  -1.32,  -2.49,  -1.29,  -1.52,   0.15,   1.96,  -2.67
196004,  -0.68,  -3.75,  -3.54,  -3.93,  -2.40,  -1.82,   0.40,   1.17,   1.63,  -2.53
196005,   2.12,  -0.23,   2.15,  -2.67,  12.01,   5.79,   1.58,  11.25,   1.74,   0.03
196006,   4.52,   0.21,   0.76,   2.64,   1.67,  -0.24,   2.99,   3.33,   4.64,   1.89
196007,  -0.70,  -2.37,  -2.57,   0.81,  -6.28,  -1.83,  -1.60,  -4.15,   0.48,  -1.76
196008,   4.17,   4.10,   2.85,   5.29,   3.20,  23.67,   3.15,   1.92,   4.78,   4.07
196009,  -4.97,  -5.34,  -7.17,  -1.52, -10.65,  -6.61,  -4.67,  -8.55,  -3.99,  -5.84
196010,  -0.51,  -4.38,  -3.27,   3.31,  -6.63,  -5.06,  -1.20,  -4.32,  -0.96,  -2.12
196011,   5.83,   0.60,   4.07,   5.97,   6.68,   3.73,   5.90,   4.21,   3.58,   5.28
196012,   3.61,   1.65,   4.24,   5.56,   3.33,   5.74,   2.29,   6.04,   5.53,   2.64
196101,   7.88,   9.37,   8.85,  10.88,   5.06,   2.54,   7.22,   8.13,   5.73,   9.70
196102,   6.40,   5.96,   6.65,   3.06,   7.70,   7.31,   7.18,   6.55,   4.25,   5.51
196103,   4.98,   6.13,   4.70,   2.56,   6.77,   2.95,   8.88,   6.50,   2.18,   4.61
196104,  -0.41,   0.27,  -0.11,   2.42,   1.97,   4.33,   2.53,  -2.72,   2.28,   1.20
196105,   4.90,   6.75,   5.26,   3.52,   3.66,   0.17,   1.23,   1.57,   2.46,   5.09
196106,  -2.95,  -5.37,  -4.98,  -2.76,  -5.47,  -7.45,  -2.33,  -3.27,  -2.61,  -4.57
196107,   0.75,   2.54,   1.62,  -0.67,   0.35,   4.84,   0.39,   1.80,   2.25,   0.35
196108,   3.19,   0.98,   1.10,   0.35,  -0.70,   1.93,   3.50,   4.24,   4.04,   3.34
196109,  -1.57,  -1.92,  -4.20,  -4.53,  -6.19,  -4.09,  -1.32,  -2.54,   1.53,  -3.19
196110,   3.37,   0.41,   0.13,   6.93,  -0.76,   3.93,   4.91,   3.77,   5.29,   2.20
196111,   6.35,   5.97,   3.27,   6.09,   6.88,  -0.31,   6.74,   3.06,   3.70,   4.79
196112,  -1.18,   1.18,   0.89,   2.05,  -0.46,   2.57,  -0.85,  -2.61,  -3.32,  -1.64
196201,  -2.41,   3.19,   0.04,   0.38,  -2.80,  -1.13,  -2.87,  -3.49,  -2.60,   1.33
196202,   1.20,   2.47,   1.50,   5.02,  -0.09,   3.35,  -0.04,   2.10,   2.11,   1.60
196203,  -0.76,   1.03,  -0.85,  -2.26,  -1.32,  -3.25,  -0.79,   0.33,   2.46,  -1.42
196204,  -7.28,  -7.12,  -7.48,  -4.26,  -9.63,  -6.74,  -6.83,  -9.69,  -2.09,  -6.60
196205,  -9.77,  -9.23,  -9.23,  -8.15, -13.32,  -9.41,  -9.26, -12.47, -10.36,  -9.59
196206,  -7.89,  -8.36,  -9.02,  -5.47, -11.39,  -8.80,  -9.01, -11.78,  -4.85,  -8.63
196207,   5.97,   8.03,   5.61,   5.20,   9.84,   6.76,   5.66,   5.77,   6.85,   7.25
196208,   2.62,   5.33,   2.26,   2.72,   4.41,   5.92,   1.55,  -3.78,   3.13,   4.53
196209,  -6.22,  -6.81,  -6.18,  -4.27,  -9.71,  -8.27,  -6.69,  -5.56,  -2.14,  -6.51
196210,  -2.82,  -2.87,  -1.47,  -2.29,  -4.52,  -0.56,  -3.88,   0.73,  -1.51,  -2.06
196211,  11.50,  13.34,  14.74,  12.94,  17.26,  13.92,  11.21,  19.63,   7.31,  17.22
196212,   0.39,  -0.18,  -2.33,   1.15,  -2.93,  -0.78,  -2.57,  -0.25,   3.43,  -0.51
196301,   8.09,   9.73,   8.53,   6.21,   7.21,  11.92,   7.59,   7.00,   5.60,   8.18
196302,  -1.75,  -1.22,  -1.10,  -1.82,  -4.25,  -2.09,  -2.08,  -2.11,  -0.65,  -0.33
196303,   1.55,   3.05,   2.51,   5.38,  -0.89,   4.24,   0.74,   1.27,   1.68,   2.74
196304,   3.11,   4.46,   3.63,   5.06,   3.62,   5.63,   4.56,   7.47,   2.40,   4.55
196305,   3.05,   4.73,   3.76,   2.29,   4.12,   0.88,   0.40,  -0.16,   1.54,   5.46
196306,  -1.29,  -0.77,  -1.93,  -0.18,  -1.67,  -2.87,  -2.42,  -1.79,  -1.01,  -1.57
196307,  -0.81,  -0.08,  -1.37,   3.34,  -2.47,  -1.80,   0.06,   0.60,   0.66,  -1.11
196308,   3.60,   4.18,   4.14,   7.38,   2.91,   7.57,   3.56,   7.28,   3.86,   4.47
196309,  -0.77,  -2.69,  -1.21,   0.51,   0.37,  -2.94,  -1.13,  -1.33,  -1.93,  -1.50
196310,   2.37,   2.54,   0.85,  -0.85,   4.43,   4.89,   0.77,   3.80,  -0.79,   0.97
196311,  -2.01,  -2.11,  -0.97,   0.79,  -3.00,   0.14,  -3.23,  -1.55,  -0.99,  -2.01
196312,  -0.34,  -2.19,  -0.43,   1.52,  -3.52,  -1.33,  -2.02,  -0.45,   1.80,   0.66
196401,   3.25,   4.35,   3.98,   4.65,   2.30,   2.46,   2.69,   3.66,   1.34,   2.95
196402,   1.94,   2.07,   2.75,   1.37,   0.92,   3.11,   2.27,   0.97,   1.08,   5.18
196403,   1.23,   1.17,   4.86,   0.61,   2.04,   3.78,   2.68,  -1.40,  -0.42,   3.47
196404,   0.70,   1.88,  -0.90,   4.50,  -1.96,   0.35,   0.81,  -1.47,   0.85,  -0.22
196405,   0.53,  -0.95,   0.99,   2.62,  -1.81,   4.52,   0.50,   0.00,   1.58,   0.96
196406,   2.06,   0.38,   1.01,   1.49,   0.49,   1.01,   2.79,  -0.27,   1.45,  -0.42
196407,   2.72,   3.35,   3.18,   4.06,   1.62,   1.17,   2.84,   4.83,   4.33,   2.43
196408,  -0.20,  -1.47,  -0.44,   0.72,  -1.83,  -0.89,   0.12,  -2.43,   0.52,  -1.38
196409,   2.95,   4.14,   3.67,   1.63,   4.61,   3.06,   4.08,   5.24,   1.93,   5.40
196410,   1.63,   2.39,   1.90,   2.03,   0.83,   3.15,   2.43,   2.29,   0.84,   2.55
196411,   0.13,  -0.56,  -0.47,  -0.35,  -1.90,   1.01,   2.05,   2.05,   1.82,  -0.74
196412,  -1.03,  -1.91,  -1.76,  -1.36,  -0.72,   0.16,  -2.32,   3.48,   0.47,  -1.69
196501,   7.89,   7.24,   7.47,   7.13,  10.62,   3.81,   8.45,   7.71,   3.89,   6.08
196502,   4.25,   2.76,   3.75,   1.15,   2.98,   6.33,   3.19,   2.05,   1.25,   3.96
196503,   0.65,   3.77,   1.64,   1.48,   1.94,   0.90,   2.08,   0.68,  -0.71,   1.10
196504,   3.50,   5.92,   4.75,   6.07,   6.07,   2.88,   4.26,   2.98,   0.54,   2.80
196505,   0.05,   1.99,  -0.75,  -2.24,  -0.04,   1.66,   0.32,  -1.48,  -1.32,  -1.58
196506,  -7.51,  -8.68,  -8.72,  -7.61, -10.71,  -8.50,  -9.41,  -6.35,  -4.05,  -8.07
196507,   2.21,   2.72,   3.48,   2.35,   5.21,   2.76,   1.39,   4.36,   1.24,   3.09
196508,   3.67,   4.12,   4.04,   1.59,   9.11,   6.13,   3.61,   6.66,   1.79,   4.41
196509,   0.08,   6.77,   3.38,   2.01,   5.80,   3.62,   2.31,   3.21,   0.87,   1.83
196510,   4.09,  10.31,   6.63,   7.05,   9.49,   2.11,   4.20,   4.25,   1.04,   5.83
196511,   1.94,   7.26,   5.01,   3.55,  14.42,   5.08,   2.93,   4.46,  -0.73,   5.15
196512,   3.84,   2.56,   4.93,   3.90,   2.65,   7.75,   3.85,   4.91,  -0.17,   6.44
196601,   6.29,   9.85,   7.06,   8.84,   7.04,  -0.04,   4.81,   4.41,  -2.09,   7.58
196602,   2.02,   6.80,   3.25,   3.47,   7.38,   0.03,   2.07,  -0.27,  -3.54,   3.47
196603,  -2.37,   0.30,  -1.05,   0.07,  -1.50,  -3.34,  -1.19,  -1.56,  -0.72,   0.55
196604,   1.61,   5.84,   5.52,   4.32,  11.60,   3.05,   4.11,   4.70,   0.22,   4.34
196605,  -7.79, -11.52,  -9.26,  -6.47, -14.21,  -5.98,  -7.53,  -7.02,  -2.69,  -9.30
196606,  -0.98,  -1.18,  -0.62,  -0.67,   2.46,  -0.45,  -0.68,   1.95,  -1.96,  -0.90
196607,  -1.65,  -1.93,  -1.64,  -0.70,  -2.22,  -1.87,  -1.94,  -1.44,  -0.19,  -1.78
196608, -10.54, -10.38,  -9.84, -10.00,  -8.68,  -9.91,  -9.26,  -9.49,  -7.72, -11.89
196609,  -1.80,  -3.43,  -2.39,   0.50,  -3.99,  -1.92,  -1.50,  -1.84,   3.47,  -2.27
196610,  -1.18,  -4.32,  -0.69,   0.45,  -9.07,   5.34,  -2.98,   2.16,   8.67,  -2.58
196611,   1.12,   1.08,   3.45,   5.90,  12.83,   8.07,   1.69,   7.52,  -1.85,   7.32
196612,  -1.08,   0.53,   2.79,   1.81,   4.39,   7.12,   0.61,   1.94,   1.76,   0.68
196701,  16.74,  22.20,  18.46,  11.24,  24.20,  13.85,  15.28,  10.14,   4.79,  20.11
196702,   4.98,   5.16,   4.18,   3.21,   5.24,   5.88,   6.49,   2.86,  -1.16,   4.67
196703,   4.86,   3.68,   7.17,   6.77,   7.67,   7.94,   3.95,   8.58,   1.39,   6.64
196704,   4.09,   5.31,   4.33,   2.72,   6.69,   3.83,   6.17,   5.28,   1.86,   2.42
196705,  -0.56,  -1.95,  -0.59,   1.00,  -2.29,  -4.90,   0.26,  -4.43,  -3.44,   0.55
196706,   6.74,   9.60,   9.11,   8.86,  14.74,   5.90,   9.30,   6.25,  -1.13,   7.86
196707,   8.85,  10.73,   7.93,  11.37,   5.38,   2.13,   8.38,   5.17,   2.78,  11.54
196708,   2.14,   2.08,   0.16,   0.37,  -2.70,  -0.65,   2.01,   2.24,   0.08,   1.32
196709,   7.34,   8.34,   5.05,   8.89,   9.92,   3.07,   9.69,   6.41,   0.07,   4.99
196710,  -1.07,  -2.11,  -3.58,   0.61,  -1.13,  -8.53,   0.36,  -5.90,  -4.46,  -1.34
196711,  -0.02,  -2.08,  -0.34,   1.65,   0.02,  -0.48,   0.69,   1.50,   1.92,   0.09
196712,   6.94,   9.34,   9.02,   7.94,  10.80,   2.22,   8.07,   1.75,   2.78,   9.16
196801,   3.46,   1.65,   0.59,   1.98,  -3.99,   0.38,   6.35,  -5.26,   2.29,   6.18
196802,  -4.50,  -7.05,  -6.41,  -6.42,  -9.30,  -4.62,  -3.87,  -5.40,  -0.96,  -4.71
196803,   0.11,  -0.89,  -1.88,   1.95,  -1.14,  -0.96,   0.63,  -0.16,  -3.35,  -1.28
196804,  16.20,  16.62,  14.30,  12.54,  17.47,  12.01,  15.54,  11.00,   2.96,  14.59
196805,  10.70,   9.61,   8.43,   8.68,   9.27,   8.31,  13.61,   5.75,   0.74,  11.32
196806,   2.55,  -0.37,   0.77,   2.18,  -2.51,   3.48,   1.43,   1.01,   8.56,   2.41
196807,  -2.20,  -3.69,  -3.55,   0.43,  -6.92,  -5.86,  -3.27,  -3.75,   0.48,  -0.89
196808,   4.03,   3.73,   3.87,   3.19,   1.92,   5.89,   5.20,   2.11,  -0.76,   4.38
196809,   6.85,   9.96,   6.16,   7.27,   6.25,   8.21,   8.24,   1.59,   0.46,   9.76
196810,   1.19,   1.27,   0.47,  -0.10,  -2.95,   1.47,   3.92,  -0.47,   1.40,   0.73
196811,   5.78,   6.90,   6.82,   8.08,   8.03,   6.72,   6.97,   8.47,   8.52,   8.00
196812,   0.45,   0.22,   0.78,   4.88,  -0.12,  -4.43,   0.68,  -0.64,  -3.02,   0.60
196901,  -0.62,  -1.11,  -0.61,   0.83,  -2.36,  -2.44,  -1.19,  -0.49,   2.28,   0.92
196902,  -8.88,  -8.21,  -8.61, -10.57, -10.46,  -8.53,  -8.37,  -6.11,  -4.37,  -9.05
196903,   0.29,   3.64,   2.39,   6.69,   0.91,   0.59,   2.38,   3.64,  -1.62,   2.00
196904,  -0.60,   1.11,  -1.03,   0.29,   1.00,   3.34,   1.09,   3.92,   0.97,   2.03
196905,   0.20,  -0.07,  -0.35,   8.70,  -0.85,   3.31,   1.45,   2.46,  -0.20,  -0.56
196906, -10.86, -11.37, -11.51, -11.21, -12.85,  -8.83, -11.83,  -8.09,  -5.82, -13.02
196907,  -9.69,  -9.70,  -9.32, -10.24, -12.01, -10.85, -10.93,  -4.04,  -3.10, -10.39
196908,   3.84,   4.90,   4.43,   6.62,   6.60,   3.89,   7.29,  10.44,  -1.06,   7.04
196909,  -2.78,  -3.12,  -2.34,  -8.80,  -2.35,  -1.95,  -1.35,   1.84,  -3.72,  -1.33
196910,   8.79,  10.59,   8.70,   3.33,  16.93,  13.61,  10.26,  11.13,   7.48,   7.93
196911,  -5.60,  -7.31,  -5.67,  -5.23,  -5.25,  -1.48,  -5.10,  -1.41,  -4.30,  -7.00
196912,  -6.82, -10.07,  -6.00,  -7.64,  -7.95,  -1.96,  -7.20,   0.61,  -1.41,  -9.01
197001,  -2.68,  -4.48,  -3.18,  -3.53,  -5.55,  -7.74,  -4.54,  -4.11,  -2.95,  -5.09
197002,   3.55,  -0.59,   3.79,   5.23,   3.32,   7.22,   2.56,   4.13,   6.83,   7.10
197003,  -1.50,  -0.91,  -1.61,  -4.67,  -6.60,  -3.94,  -3.39,  -4.91,   3.22,  -2.60
197004, -13.52, -18.53, -15.35, -18.39, -21.51, -14.99, -16.99, -17.07,  -6.51, -18.25
197005,  -9.07,  -9.26,  -9.28,  -3.16, -10.57,  -8.32, -10.85, -10.36,  -5.46,  -9.41
197006,  -6.71,  -9.17,  -7.90,  -5.97, -11.30,  -4.27,  -6.64,  -5.75,  -3.98,  -8.35
197007,   5.76,   8.46,   4.80,  16.29,  -0.32,   8.70,   6.64,   4.16,   7.18,   6.08
197008,   5.03,   8.78,   5.98,   8.64,   8.13,   4.50,   5.03,   4.87,   3.98,   7.16
197009,  13.24,  13.66,  12.00,  11.48,  21.70,  10.54,  13.70,  12.19,   0.77,  13.51
197010,  -3.61,  -7.34,  -6.82,  -0.93, -13.46,  -3.66,  -5.03,  -4.42,  -0.58,  -6.55
197011,   0.19,  -0.18,  -0.53,   2.27,  -3.60,   2.23,   0.08,  -0.25,   8.79,   0.24
197012,  12.11,   8.81,   8.77,   2.21,   4.74,   6.67,  11.02,   9.09,   6.75,   6.91
197101,  13.85,  13.94,  13.44,   8.72,  18.91,  10.31,  15.00,   8.44,   4.81,  16.16
197102,   9.47,   5.53,   4.24,   3.60,   5.03,   1.98,   5.82,   6.85,  -1.98,   4.03
197103,   4.09,   5.13,   4.61,   2.65,   9.64,   7.78,   9.09,   4.64,   1.74,   6.15
197104,   0.79,   4.87,   3.49,   3.08,   3.35,   3.06,   1.71,   4.08,  -2.47,   3.71
197105,  -4.79,  -5.44,  -5.14,  -5.74,  -6.14,  -3.55,  -4.68,  -0.49,  -3.48,  -5.80
197106,  -3.14,  -0.23,  -2.65,  -0.43,  -3.54,  -0.64,  -1.28,  -0.50,   2.44,  -1.70
197107,  -5.56,  -7.51,  -5.55,  -2.80,  -9.58,  -4.11,  -5.50,  -6.10,  -0.93,  -5.86
197108,   3.32,   8.18,   5.37,   0.63,   5.42,   1.93,   2.61,   4.70,  -1.17,   5.15
197109,   0.91,   0.97,  -1.49,  -1.61,  -3.34,   0.84,   0.40,   1.45,  -1.52,   0.00
197110,  -5.72,  -5.91,  -6.51,  -8.38,  -7.95,  -5.45,  -5.40,  -4.85,   1.80,  -6.31
